0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
33.610061369966104,30.114230715858675,28.066733858450288,26.661012226695505,25.672619783372312,24.830021569584403,24.190176868825656,23.547827401922167,22.996782343837335,22.55646457256165,22.111245509946997,21.687535123253454,21.23242018787473,20.956111524702372,20.525065111653014,20.09707574066845,19.49762957460798,19.074953247286327,18.637547014712567,18.140046919773575
37.79125393822826,33.93225066020559,31.545676975640262,29.803410774077182,28.58739746515285,27.40694768153301,26.457089539933023,25.644808340611263,24.942520459215434,24.28232991290497,23.60886156524755,23.069571260955065,22.51365733008172,21.979352062477332,21.403863339964953,20.938020359294207,20.19963833573702,19.784376496087926,19.35702125988157,18.572053566939232
37.592465304890126,34.10068335493463,32.174466869988144,30.748097528958787,29.635400129576034,28.79139267881612,28.096624268637143,27.282224311612563,26.797661658336082,26.20647041677749,25.70508528338808,25.139003499179246,24.610041766568326,24.09486791958127,23.587583726328933,22.963249776135633,22.233587072833714,21.581626448335655,20.94270622052111,20.191158383746036
38.789658361915116,35.11219155542518,33.07005919013285,31.530736417516046,30.330738874405565,29.527413472770117,28.859585414958808,28.257249825667845,27.69621859356681,27.135127906503005,26.811554415234017,26.02154444430793,25.662389183563924,25.004201788988315,24.44532163152914,23.81019853946047,22.937112999033463,22.214145669769326,21.612982055059543,20.65582538925387
36.153674119107436,32.08043804695219,29.684471484148304,28.030313915890073,26.77356948530686,25.77612653777311,25.053174548336216,24.243710260582397,23.62972453896746,22.991956891532045,22.470565657693953,22.02786692616578,21.509520380668622,21.038704629291168,20.556440287800704,20.185932026257248,19.715124162917114,19.245940597523678,18.775085347059616,18.327541267979
40.24518962630356,36.672074084377414,34.6499886541692,33.02908594076151,31.662718252246343,30.47627494179563,29.578629962962243,28.65829286991433,27.753698180953734,26.99165965943841,26.18825485188338,25.551973467526135,24.814607325370204,24.11928494623432,23.441464925477806,22.752587644871795,22.185066933063574,21.50932275196734,20.67536884817268,20.021095641276105
37.115015771542886,33.25427517502688,31.098376790636053,29.63020930289548,28.524439861123604,27.64672132555725,26.871851948822073,26.164831861514088,25.544666168290732,24.907665422805934,24.41529879819391,23.874427397178266,23.30833297679224,22.758777863347163,22.269873123888694,21.70461420329456,21.0559379314245,20.645858691962733,19.82446876524699,19.35133778717304
35.074562166224794,31.071214239215557,28.82127968662898,27.303798520064877,26.122222571180043,25.256073563417793,24.56459028880179,23.835681555804427,23.318723321929692,22.786986245915507,22.408599884616464,21.912766590884015,21.497736031040752,21.04288225951009,20.627131808420227,20.167956041792916,19.724476006490928,19.236778774832,18.794014745823922,18.215656499003657
37.24936779064748,33.50500671539487,31.256608717753572,29.954498797015788,28.81686484234178,27.88719014334031,27.115364531615075,26.348708351651595,25.63314507349051,24.93614868898917,24.157396371646243,23.692606856174745,22.954181584610808,22.3929871756379,21.7101513404928,21.03993940768091,20.474294048046335,20.00279757635692,19.34399299708459,18.734093592828216
37.85712686201646,34.13452770532945,32.06398143364316,30.700553663785882,29.63736301694713,28.76482092860119,28.16361594646191,27.55686478918076,27.084826716564226,26.520436040176968,26.1588328077209,25.773500197863264,25.296408339625316,24.814448054144123,24.33528295607306,23.7209285621904,23.10007234838659,22.350948170530987,21.740893073362393,20.839714144293403
36.95802768094818,33.331971599210476,31.116363911043138,29.48447747191143,28.201483859343316,27.041403112666185,26.181943949621513,25.322223638837524,24.575823242848493,23.896157853035525,23.34131324986854,22.69882415661805,22.14922406930338,21.617269608364687,21.01986609951681,20.54981261940364,19.875356116018658,19.40784413558668,18.938357385484114,18.28926812772473
36.7668641215825,32.96631899620443,30.843043366636522,29.38564533225328,28.269814453128205,27.445423202134847,26.651599845306745,26.108497127431285,25.510417886724944,25.015577003680768,24.5869747382636,24.117186745380728,23.811430173393056,23.326779215189617,22.884403724531566,22.546186263113736,21.90032639599574,21.295440959624308,20.612217549581406,20.096771129460414
37.80786526563196,34.02372955434717,31.89513726064257,30.42950647163647,29.425444347391092,28.508149156262384,27.893513267660715,27.314967955074327,26.86576355944244,26.40786676278477,25.85818319062418,25.552983645110796,25.12065171824051,24.604605825322228,24.14103286161538,23.701227460332078,23.02406453795311,22.404309838773,21.64739376333939,20.91585763615307
